index,bart_scores,t5_movie_scores,t5_synthetic_scores
292,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.3490566037735849, 'ROUGE-2': 0.0761904761904762, 'ROUGE-L': 0.18867924528301888, 'BLEU': 0.016646682093199996}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.3505154639175258, 'ROUGE-2': 0.07291666666666667, 'ROUGE-L': 0.2371134020618557, 'BLEU': 0.018003178494728832}","{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.28901734104046245, 'ROUGE-2': 0.07017543859649122, 'ROUGE-L': 0.17341040462427748, 'BLEU': 0.04358037633693086}"
293,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.21164021164021166, 'ROUGE-2': 0.0427807486631016, 'ROUGE-L': 0.15873015873015872, 'BLEU': 0.011206614305091954}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2361111111111111, 'ROUGE-2': 0.014084507042253521, 'ROUGE-L': 0.16666666666666666, 'BLEU': 0.011106324854218641}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.35, 'ROUGE-2': 0.025641025641025644, 'ROUGE-L': 0.175, 'BLEU': 0.022358819913706276}"
294,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.23595505617977527, 'ROUGE-2': 0.06818181818181818, 'ROUGE-L': 0.1797752808988764, 'BLEU': 0.009339059548450433}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.24203821656050958, 'ROUGE-2': 0.05161290322580646, 'ROUGE-L': 0.17834394904458598, 'BLEU': 0.012333535239882452}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.2941176470588235, 'ROUGE-2': 0.07462686567164178, 'ROUGE-L': 0.2058823529411765, 'BLEU': 0.01593485749275541}"
295,"{'Descriptiveness': 4.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.3121951219512195, 'ROUGE-2': 0.08866995073891625, 'ROUGE-L': 0.18536585365853658, 'BLEU': 0.0478549051249552}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2736842105263158, 'ROUGE-2': 0.05319148936170213, 'ROUGE-L': 0.17894736842105263, 'BLEU': 0.01548696193348551}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.3170731707317073, 'ROUGE-2': 0.07407407407407407, 'ROUGE-L': 0.20731707317073172, 'BLEU': 0.018768891411299907}"
296,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2751322751322751, 'ROUGE-2': 0.06417112299465241, 'ROUGE-L': 0.17989417989417988, 'BLEU': 0.01781470425109505}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.24418604651162792, 'ROUGE-2': 0.03529411764705882, 'ROUGE-L': 0.1744186046511628, 'BLEU': 0.012348451455139003}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.2535211267605634, 'ROUGE-2': 0.04285714285714286, 'ROUGE-L': 0.18309859154929575, 'BLEU': 0.012935738535398715}"
297,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.23170731707317074, 'ROUGE-2': 0.08641975308641975, 'ROUGE-L': 0.14634146341463414, 'BLEU': 0.013285914702401461}","{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2550335570469799, 'ROUGE-2': 0.0816326530612245, 'ROUGE-L': 0.14765100671140938, 'BLEU': 0.013430841158668508}","{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.28260869565217395, 'ROUGE-2': 0.08888888888888889, 'ROUGE-L': 0.19565217391304346, 'BLEU': 0.03253075037946073}"
298,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.35918367346938784, 'ROUGE-2': 0.05761316872427983, 'ROUGE-L': 0.19591836734693877, 'BLEU': 0.015546036901379382}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.3603603603603604, 'ROUGE-2': 0.0909090909090909, 'ROUGE-L': 0.24324324324324326, 'BLEU': 0.03582124413057939}","{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.33519553072625696, 'ROUGE-2': 0.06779661016949153, 'ROUGE-L': 0.21229050279329612, 'BLEU': 0.028948622583457057}"
299,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.3448275862068965, 'ROUGE-2': 0.11627906976744187, 'ROUGE-L': 0.24137931034482757, 'BLEU': 0.034405324132506666}","{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.3435582822085889, 'ROUGE-2': 0.11180124223602485, 'ROUGE-L': 0.23312883435582818, 'BLEU': 0.030977522395323306}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2589928057553957, 'ROUGE-2': 0.05839416058394161, 'ROUGE-L': 0.1870503597122302, 'BLEU': 0.01650950650294857}"
300,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.20408163265306123, 'ROUGE-2': 0.027586206896551724, 'ROUGE-L': 0.1496598639455782, 'BLEU': 0.005622343621514533}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.22900763358778625, 'ROUGE-2': 0.06201550387596899, 'ROUGE-L': 0.183206106870229, 'BLEU': 0.013324649864746322}","{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.32653061224489793, 'ROUGE-2': 0.12500000000000003, 'ROUGE-L': 0.2040816326530612, 'BLEU': 0.03506143638699708}"
301,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.3137254901960784, 'ROUGE-2': 0.1089108910891089, 'ROUGE-L': 0.1862745098039216, 'BLEU': 0.02060236592116469}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.32291666666666663, 'ROUGE-2': 0.0736842105263158, 'ROUGE-L': 0.20833333333333334, 'BLEU': 0.012275067089757279}","{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.34210526315789475, 'ROUGE-2': 0.026666666666666665, 'ROUGE-L': 0.1842105263157895, 'BLEU': 0.008379750917704008}"
302,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.18713450292397663, 'ROUGE-2': 0.0710059171597633, 'ROUGE-L': 0.16374269005847952, 'BLEU': 0.018519295619614823}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.2684563758389262, 'ROUGE-2': 0.108843537414966, 'ROUGE-L': 0.22818791946308728, 'BLEU': 0.026938516901481226}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.22448979591836732, 'ROUGE-2': 0.041666666666666664, 'ROUGE-L': 0.16326530612244897, 'BLEU': 0.016699264015477954}"
303,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.23880597014925373, 'ROUGE-2': 0.020100502512562814, 'ROUGE-L': 0.13930348258706465, 'BLEU': 0.010487160750134636}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2711864406779661, 'ROUGE-2': 0.04571428571428571, 'ROUGE-L': 0.1807909604519774, 'BLEU': 0.018728969103124302}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.24285714285714283, 'ROUGE-2': 0.0, 'ROUGE-L': 0.17142857142857146, 'BLEU': 0.007599077220612711}"
304,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.24444444444444446, 'ROUGE-2': 0.02247191011235955, 'ROUGE-L': 0.14444444444444443, 'BLEU': 0.011645166095171909}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.23170731707317072, 'ROUGE-2': 0.024691358024691357, 'ROUGE-L': 0.13414634146341464, 'BLEU': 0.010030719672033242}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.14285714285714282, 'ROUGE-2': 0.0, 'ROUGE-L': 0.1285714285714286, 'BLEU': 0.006328269982034154}"
305,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.3502824858757062, 'ROUGE-2': 0.12571428571428572, 'ROUGE-L': 0.23728813559322037, 'BLEU': 0.017970623282833095}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.3926380368098159, 'ROUGE-2': 0.13664596273291926, 'ROUGE-L': 0.25766871165644173, 'BLEU': 0.03582517599204859}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.3669724770642202, 'ROUGE-2': 0.07476635514018691, 'ROUGE-L': 0.2568807339449541, 'BLEU': 0.0592262308684401}"
306,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.26229508196721313, 'ROUGE-2': 0.09944751381215469, 'ROUGE-L': 0.17486338797814208, 'BLEU': 0.014657853027902353}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.2545454545454546, 'ROUGE-2': 0.06134969325153375, 'ROUGE-L': 0.18181818181818182, 'BLEU': 0.013594622001345326}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.32061068702290074, 'ROUGE-2': 0.046511627906976744, 'ROUGE-L': 0.183206106870229, 'BLEU': 0.017750410201257807}"
307,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.3333333333333333, 'ROUGE-2': 0.09243697478991597, 'ROUGE-L': 0.20833333333333334, 'BLEU': 0.023058102741457996}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.4, 'ROUGE-2': 0.10837438423645321, 'ROUGE-L': 0.23414634146341462, 'BLEU': 0.030055010961101546}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.2517482517482517, 'ROUGE-2': 0.014184397163120567, 'ROUGE-L': 0.19580419580419578, 'BLEU': 0.0114607111574665}"
308,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.15568862275449102, 'ROUGE-2': 0.060606060606060615, 'ROUGE-L': 0.10778443113772455, 'BLEU': 0.009555243090118983}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.16551724137931034, 'ROUGE-2': 0.04195804195804195, 'ROUGE-L': 0.12413793103448274, 'BLEU': 0.010005725428240459}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.20289855072463767, 'ROUGE-2': 0.0, 'ROUGE-L': 0.11594202898550723, 'BLEU': 0.00938700255397146}"
309,"{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 3.5, 'Conciseness': 4.5, 'Overall_Average': 4.6, 'ROUGE-1': 0.23170731707317072, 'ROUGE-2': 0.037037037037037035, 'ROUGE-L': 0.13414634146341464, 'BLEU': 0.010651731173713451}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.1985815602836879, 'ROUGE-2': 0.02877697841726619, 'ROUGE-L': 0.11347517730496452, 'BLEU': 0.009772467247387274}","{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2337662337662338, 'ROUGE-2': 0.02666666666666667, 'ROUGE-L': 0.15584415584415584, 'BLEU': 0.011212080189815263}"
310,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.223463687150838, 'ROUGE-2': 0.04519774011299436, 'ROUGE-L': 0.14525139664804468, 'BLEU': 0.012287154274560442}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.23170731707317074, 'ROUGE-2': 0.024691358024691357, 'ROUGE-L': 0.17073170731707318, 'BLEU': 0.012227518213517303}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.20895522388059704, 'ROUGE-2': 0.0, 'ROUGE-L': 0.14925373134328357, 'BLEU': 0.007360161253742171}"
311,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.3068181818181818, 'ROUGE-2': 0.08045977011494253, 'ROUGE-L': 0.20454545454545453, 'BLEU': 0.01376987068961017}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.3076923076923077, 'ROUGE-2': 0.06493506493506494, 'ROUGE-L': 0.19230769230769226, 'BLEU': 0.014646607971364602}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.33333333333333337, 'ROUGE-2': 0.018867924528301886, 'ROUGE-L': 0.22222222222222224, 'BLEU': 0.01779467974402584}"
312,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.1754385964912281, 'ROUGE-2': 0.0591715976331361, 'ROUGE-L': 0.11695906432748537, 'BLEU': 0.02413962461412014}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.20979020979020976, 'ROUGE-2': 0.05673758865248227, 'ROUGE-L': 0.1818181818181818, 'BLEU': 0.012754072039410057}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.25490196078431376, 'ROUGE-2': 0.05999999999999999, 'ROUGE-L': 0.17647058823529413, 'BLEU': 0.01711043034535963}"
313,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.3490566037735849, 'ROUGE-2': 0.0380952380952381, 'ROUGE-L': 0.18867924528301888, 'BLEU': 0.010718422288667389}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.36082474226804123, 'ROUGE-2': 0.08333333333333333, 'ROUGE-L': 0.2371134020618557, 'BLEU': 0.024946100198373518}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.3114754098360656, 'ROUGE-2': 0.0, 'ROUGE-L': 0.14754098360655737, 'BLEU': 0.006508612452559149}"
314,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.20987654320987656, 'ROUGE-2': 0.05, 'ROUGE-L': 0.16049382716049382, 'BLEU': 0.012707149585440149}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.17834394904458598, 'ROUGE-2': 0.025806451612903226, 'ROUGE-L': 0.14012738853503184, 'BLEU': 0.008618387182493302}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.32432432432432434, 'ROUGE-2': 0.08333333333333331, 'ROUGE-L': 0.29729729729729726, 'BLEU': 0.03911974627106282}"
315,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.2545454545454545, 'ROUGE-2': 0.03680981595092024, 'ROUGE-L': 0.18181818181818182, 'BLEU': 0.009651512910865266}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.26490066225165565, 'ROUGE-2': 0.053691275167785234, 'ROUGE-L': 0.17218543046357615, 'BLEU': 0.013060664671306212}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.26865671641791045, 'ROUGE-2': 0.06060606060606061, 'ROUGE-L': 0.208955223880597, 'BLEU': 0.014088937056826688}"
316,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.22891566265060243, 'ROUGE-2': 0.06097560975609756, 'ROUGE-L': 0.1686746987951807, 'BLEU': 0.026373563888753834}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.24324324324324326, 'ROUGE-2': 0.0684931506849315, 'ROUGE-L': 0.20270270270270271, 'BLEU': 0.02106136149413104}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2564102564102564, 'ROUGE-2': 0.017391304347826087, 'ROUGE-L': 0.17094017094017092, 'BLEU': 0.012755552615498001}"
317,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.40875912408759124, 'ROUGE-2': 0.10294117647058823, 'ROUGE-L': 0.22627737226277372, 'BLEU': 0.04793281539502293}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.43846153846153846, 'ROUGE-2': 0.10077519379844961, 'ROUGE-L': 0.22307692307692306, 'BLEU': 0.03882212899349195}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.35467980295566504, 'ROUGE-2': 0.04975124378109453, 'ROUGE-L': 0.2167487684729064, 'BLEU': 0.008330569169697892}"
318,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.3406113537117904, 'ROUGE-2': 0.05286343612334801, 'ROUGE-L': 0.2183406113537118, 'BLEU': 0.013669818892385038}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.37305699481865284, 'ROUGE-2': 0.06282722513089005, 'ROUGE-L': 0.23834196891191708, 'BLEU': 0.01610145082695408}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.33557046979865773, 'ROUGE-2': 0.0272108843537415, 'ROUGE-L': 0.16107382550335572, 'BLEU': 0.015576981262879097}"
319,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.14857142857142855, 'ROUGE-2': 0.011560693641618497, 'ROUGE-L': 0.08, 'BLEU': 0.004227572842460675}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.13986013986013984, 'ROUGE-2': 0.0, 'ROUGE-L': 0.0979020979020979, 'BLEU': 0.004908438541606436}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.14285714285714285, 'ROUGE-2': 0.0, 'ROUGE-L': 0.1142857142857143, 'BLEU': 0.00937141232617615}"
320,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.14545454545454548, 'ROUGE-2': 0.06134969325153374, 'ROUGE-L': 0.13333333333333333, 'BLEU': 0.014365259041768027}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.16107382550335572, 'ROUGE-2': 0.06802721088435373, 'ROUGE-L': 0.1342281879194631, 'BLEU': 0.011025988638389094}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2417582417582417, 'ROUGE-2': 0.11235955056179774, 'ROUGE-L': 0.2417582417582417, 'BLEU': 0.02885909667228922}"
